Toidu nimi (EST),"Energia (sh kiudained), kcal","Süsivesikud, imenduvad, g","Rasvad, g","Valgud, g","Alkohol, g","Vesi, g","Tuhk, g","Süsivesikud, kokku, g","Kiudained, g","Tärklis, g","Suhkrud, kokku, g","Sahharoos, g","Laktoos, g","Maltoos, g","Glükoos, g","Fruktoos, g","Galaktoos, g","Rasvhapped, kokku, g","Küllastunud rasvhapped, g","Monoküllastumata rasvhapped, g","Polüküllastumata rasvhapped, g","Trans-rasvhapped, g","Palmitiinhape (C16), g","Steariinhape (C18), g","Linoolhape (C18:2), g","Linoleenhape (C18:3), g","Kolesterool, mg","Naatrium, mg","Kaalium, mg","Kaltsium, mg","Magneesium, mg","Fosfor, mg","Raud, mg","Tsink, mg","Vask, mg","Mangaan, mg","Jood, µg","Seleen, µg","Kroom, µg","Nikkel, µg","Vitamiin A, RE","Retinool, µg","Beeta-karoteeni ekvivalent, BCE","Vitamiin D, µg","Vitamiin D3, µg","Vitamiin E, ?TE","Vitamiin K, µg","Vitamiin B1, mg","Vitamiin B2, mg","Niatsiini ekvivalent, kokku, NE","Niatsiin, mg","Niatsiini ekviv. trüptofaanist, mg","Pantoteenhape, mg","Vitamiin B6, mg","Biotiin, µg","Folaadid, µg","Vitamiin B12, µg","Vitamiin C, mg","Soola ekvivalent, g"
"Seahakkliha, toores, R 22,5%",266.5,0,22.5,16,0,61,1,0,0,0,0,0,0,0,0,0,,21.39999962,9.710000038,9.239999771,2.49000001,,5.769999981,3.390000105,1.929999948,0.109999999,72,69,240,6,12,165,0.75999999,2.400000095,0,,0,0,0,0,,,,0.699999988,,0.400000006,,0.74000001,0.280000001,6.5,3.700000048,,,0.50999999,,4,0.629999995,0,0.172499999
"Veisehakkliha, toores, R 7%",143,0,7,20,0,69,0.75999999,0,0,0,0,0,0,0,0,0,,6.670000076,3.190000057,2.869999886,0.610000014,,1.580000043,1.440000057,0.340000004,0.109999999,66,75,220,8,14,120,2.099999905,3.900000095,0.057999998,0.01,2.5,15,3,1,6.822000027,4,34,0.400000006,,0.340000004,,0.090000004,0.159999996,8.899999619,5.099999905,,0.600000024,0.270000011,0,9,2,0,0.1875
Halvaa,511.2999878,34.79999924,31.89999962,19,0,3.700000048,1.799999952,39.29999924,4.5,0.300000012,34.40000153,32.20000076,0,0,1.100000024,1.100000024,,30.70999908,6.110000134,12.10000038,12.5,0,3.130000114,2.730000019,12.39999962,0.090000004,0,190,190,110,170,330,5.699999809,4.400000095,1.399999976,0.930000007,1.5,34,,,2.099999905,0,25,0,0,1.600000024,9.800000191,0.340000004,0.129999995,4.800000191,2,2.799999952,0.170000002,0.180000007,,2,0,0,0.474999994
"Big Mac hamburger, McDonald's",231.8999939,19.39999962,11.5,12,0,51.29999924,1.899999976,20.79999924,1.399999976,15.5,3.900000095,0.400000006,0.300000012,0.5,1,1.600000024,0,11.5,4.599999905,5.039999962,1.860000014,0.699999988,2.400000095,1.200000048,1.5,0.200000003,35,400,142,117,20,122,1.870000005,1.909999967,0.100000001,0.206,,,,,36,,,0.300000012,,0.230000004,,0.050000001,0.109999999,5.5,3.400000095,2.099999905,,0.01,,46,0.879999995,0.469999999,1
"Juustuburger, McDonald's",251.5200043,26,10.07999992,13.39999962,0,45,2.450000048,27.60000038,1.600000024,20.20000076,5.800000191,0.200000003,0.5,0.800000012,1.899999976,2.400000095,0,10.10999966,5,4.679999828,0.430000007,0.439999998,,,,,35.09999847,536,200,167,20,140,2.190000057,1.909999967,0.100000001,0.230000004,15,15,,,71,,,0.300000012,,0.25999999,,0.219999999,0.25999999,6.800000191,4,2.799999952,0.460000008,0.189999998,1,59,0.860000014,0.879999995,1.340000033
"Juustuburger, kahekordne, McDonald's",259.2999878,18.70000076,13.5,15.19999981,0,47.79999924,2.579999924,19.79999924,1.100000024,14.39999962,4.320000172,0.200000003,0.600000024,0.600000024,1.320000052,1.600000024,0,13.51000023,7.010000229,5.96999979,0.529999971,0.899999976,,,,,48.5,560,217,164,20,162,2.119999886,2.400000095,0.090000004,0.170000002,15,,,,91,,,,,,,0.159999996,0.25,3.900000095,3.900000095,,0.340000004,0.140000001,,45,1.200000048,0.610000014,1.399999976
"Hamburger, tüüp 'McDonald's'",240.5,28.60000038,8.100000381,12.39999962,0,45.70000076,2,30.39999962,1.799999952,22.5,6.099999905,0.300000012,0.100000001,0.899999976,2.099999905,2.700000048,0,8.100000381,3.24000001,4.550000191,0.310000002,0.5,,,,,25,456,203,120,20,107,2.5,1.870000005,0.100000001,0.25999999,13,16,,,15,,,0.300000012,,0.219999999,,0.25,0.239999995,7.199999809,4.5,2.700000048,0.479999989,0.180000007,1,64,0.829999983,1,1.139999986
"Hani, nahaga, toores",341.7999878,0,31,15.69999981,0,52.40000153,0.899999976,0,0,0,0,0,0,0,0,0,0,28.29999924,8.699999809,16.29999924,3.299999952,0,6.400000095,2.099999905,3.099999905,0.200000003,86,69,315,12,24,184,1.899999976,1.399999976,0.140000001,0,1.200000048,24,,,30,30,0,1.399999976,,0.5,0,0.129999995,0.349999994,12,8,3.5,1.299999952,0.579999983,,11,2,0,0.172499999
"Hani, nahata, toores",155.3699951,0,7.130000114,22.79999924,0,68.30000305,1.100000024,0,0,0,0,0,0,0,0,0,0,5.599999905,2.799999952,1.899999976,0.899999976,0,1.5,0.899999976,0.800000012,0.100000001,84,69,315,13,24,312,2.569999933,2.339999914,0.310000002,0,1,17,,,30,30,0,0.400000006,,0.300000012,0,0.129999995,0.379999995,9.600000381,4.300000191,5.300000191,2,0.639999986,,11,0.5,7.199999809,0.172499999
"Hapupiimajook, marjadega, R 2,2%, tüüp 'Tere'",78.59999847,12,2.200000048,2.700000048,0,83.58999634,0.622500002,12,0,0,12,5.340000153,6.570000172,0,0.047499999,0.0425,0,2.178999901,1.600000024,0.526199996,0.0528,0,0.671400011,0.256300002,0.0061,0.017000001,7.343999863,48,119.5540009,109.6760025,9.770000458,84.5114975,0.039949998,0.284999996,0,0.009,16.54000092,1.434499979,0.242500007,0.370999992,21.9326992,20.94300079,11.92399979,0.017000001,0,0.0581,0.667999983,0.0296,0.05415,0.746249974,0.044500001,0.565750003,0.31645,0.037500001,1.299000025,7.087999821,0.381300002,0.908999979,0.119999997
Hapuoblikas,24.79999924,1.100000024,0.400000006,3.200000048,0,89.19999695,0.800000012,3.099999905,2,0.400000006,0.699999988,0.200000003,0,0,0.200000003,0.300000012,0,0.239999995,0,0,0.189999998,0,0,0,0.059999999,0.129999995,0,4,287,58,33,51,2.099999905,0.579999983,0.090000004,0.949999988,0.400000006,0.899999976,,,200,0,2400,0,0,,,0.039999999,0.100000001,0.5,0.5,,0.039999999,0.119999997,,83,0,117,0.01
"Hapupiim, R 2,5%, tüüp 'Valio'",52.09999847,4.199999809,2.5,3.200000048,0,88,0.699999988,4.199999809,0,0,4.199999809,0,4.199999809,0,0,0,0,2.5,1.700000048,0.699999988,0.100000001,0.100000001,0.800000012,0.300000012,0.100000001,0,10.19999981,40,160,129,12,100,0.100000001,0.400000006,0,0,17,1.799999952,0,2,26.16200066,25,14,1,,0.07,8.399999619,0.029999999,0.170000002,0.899999976,0.100000001,0.800000012,0.310000002,0.050000001,3.5,11,0.270000011,1,0.100000001
"Haug, värske ",83,0,0.200000003,20.29999924,0,78.30000305,1.200000048,0,0,0,0,0,0,0,0,0,0,0.159999996,0,0,0.100000001,0,0,0,0,0,63,43,463,47,29,239,0.200000003,0.779999971,0,0,12,20,5.099999905,9.399999619,0,0,0,3,3,0.5,0,0.050000001,0.050000001,7,3,4,0.75,0.300000012,5,10,1.799999952,0,0.107500002
"Heeringafilee, praetud, tomatimarinaadiga",156,13.39999962,8,7,0,69.90000153,2.890000105,14,0.959999979,0.01,11.42000008,11.10000038,0,0,0.170000002,0.150000006,,4.880000114,1.659999967,3.220000029,2.039999962,,1.00999999,0.075800002,0.340999991,0.178000003,33.09999847,828,285,35.59999847,18.89999962,59.79999924,0.855000019,0.337000012,0.01,0.0286,67,7,1.100000024,0.870000005,63.66600037,13.69999981,602,4.599999905,,0.910000026,,0.055,0.072999999,2.599999905,1.600000024,,0.310000002,0.170000002,3.099999905,3.799999952,2,3.329999924,2.069999933
"Heeringas, värske",197.3000031,0,14.5,16.70000076,0,67.30000305,1.799999952,0,0,0,0,0,0,0,0,0,0,13.10000038,3.5,6.900000095,2.700000048,0,2.099999905,0.100000001,0.200000003,0.100000001,68,199,335,56,37,277,0.620000005,1.419999957,0.079999998,0,42,25,0.899999976,1.399999976,30.39999962,30.39999962,0,11,11,1.799999952,1,0,0.209999993,8,5,3,1,0.370000005,4.5,11,8.800000191,0,0.497500002
Täisterahommikusöögihelbed,333,46.59999847,3.400000095,14,0,3,,76.59999847,30,27.60000038,15.5,12.19999981,0,1.700000048,0.899999976,0.699999988,,2.789999962,0.569999993,0.449999988,1.769999981,,0.519999981,0.029999999,0.109999999,1.659999967,0,900,1000,69,210,700,12,6.699999809,0.439999998,,,,,,0,0,0,,,2.200000048,,0.800000012,1,14,11,,,,,,,0,2.25
"Kaerahelbed, kuivaine ",374.2999878,57,7.300000191,14.5,0,10.19999981,1.799999952,68.30000305,11.30000019,55.70000076,1.299999952,0.899999976,0,0,0.200000003,0.200000003,0,6.699999809,1.299999952,2.400000095,3,0,1.100000024,0.100000001,2.900000095,0.100000001,0,2,410,43,134,430,6.300000191,4.5,0.360000014,5.800000191,1,1,2.5,170,0,0,0,0,0,0.899999976,2.099999905,0.330000013,0.090000004,4.099999905,0.899999976,3.200000048,1.5,0.129999995,19,56,0,0,0.005
"Neljaviljahelbed, kuivaine (tüüp 'Helen')",343.5799866,65,2.5,9.300000191,0,12.65999985,1.539999962,77,11.93999958,52.68999863,1.75999999,0.870000005,0,0.460000008,0.189999998,0.239999995,0,3.154999971,0.603999972,0.885999978,1.664999962,0,0.535000026,0.033,1.549000025,0.115000002,0,0.959999979,420,32.20000076,113.1999969,329,4.460000038,3.180000067,0.411000013,3.599999905,14.30000019,7.5,1.850000024,70,0.305440009,0,3.680000067,0,0,0.953999996,0.629999995,0.282000005,0.108000003,3.720000029,1.639999986,0.959999979,1.080000043,0.26699999,9.399999619,51.09999847,0,0,0
"Nisuhelbed, kuivaine",300.6000061,54.5,2.400000095,10.30000019,0,14,1.5,64.40000153,9.899999619,53.79999924,0.699999988,0.5,0,0,0.100000001,0.100000001,,1.720000029,0.280000001,0.360000014,1.080000043,,0.25999999,0.02,0.980000019,0.100000001,0,0.899999976,440,25,110,330,5,3.299999952,0.409999996,4,30,23,1,30,0.356900007,0,4.300000191,0,,1.399999976,,0.5,0.100000001,5,4,,0.800000012,0.200000003,7,43,0,0,0.00225
"Odrahelbed, kuivaine",305.5,58.90000153,2.299999952,8.5,0,12,1,66.5,7.599999905,58,1,0.5,0,0.100000001,0.200000003,0.200000003,,1.679999948,0.409999996,0.200000003,1.070000052,,0.389999986,0.01,0.959999979,0.100000001,0,2.700000048,280,18,70,220,3.200000048,2,0.419999987,1.100000024,10,23,1,10,0,0,0,0,,0.839999974,,0.330000013,0.109999999,7.900000095,5.699999809,,0.5,0.330000013,,20,0,0,0.00675
"Riisihelbed, kuivaine",343.6000061,75.5,1.399999976,6.099999905,0,14,0.469999999,77.80000305,2.299999952,75.19999695,0.5,0.300000012,0,0,0.100000001,0.100000001,,1.179999948,0.330000013,0.349999994,0.5,,0.200000003,0.029999999,0.49000001,0.01,0,4.699999809,130,6.300000191,34,110,1.200000048,1.299999952,0.25999999,0.899999976,5,7,2,10,0,0,0,0,,0.07,,0.100000001,0.200000003,1.799999952,1.5,,0.600000024,0.300000012,3,20,0,0,0.01175
"Rukkihelbed, kuivaine",292.2000122,52,2.200000048,9.300000191,0,14,1.5,65.59999847,13.60000038,49.59999847,2.400000095,1,0,0.899999976,0.200000003,0.300000012,,1.610000014,0.289999992,0.219999999,1.100000024,,0.280000001,0,0.970000029,0.129999995,0,0,450,30,110,290,3.5,2.599999905,0.439999998,2.700000048,20,5.199999809,2,30,0.539499998,0,6.5,0,,0.920000017,,0.200000003,0.119999997,2.400000095,0.800000012,,1,0.349999994,6,56,0,0,0
Herne-porgandikonserv,40.5,6,0.300000012,2.200000048,0,88,0.899999976,8.5,2.5,,0,,,,,,,0.100000001,0.100000001,0,0.200000003,,,,,,0,370,20,30,14,46,0.800000012,0.600000024,,,,1,,,448.2000122,0,5400,0,,0.200000003,,0.079999998,0.050000001,0.800000012,0.600000024,,,0.090000004,,18,0,5,0.925000012
"Herned, keedetud soolata",74.77799988,9.68200016,0.412,5.252999783,0,78.98799896,0.824000001,15.34700012,5.664999962,7.210000038,2.368999958,2.163000107,0,0,0.103,0.103,0,0.308999985,0.103,0,0.206,0,0.103,0,0.206,0,0,0.514999986,381.1000061,31.93000031,41.20000076,133.8999939,2.059999943,1.338999987,0.113300003,0.391400009,1.029999971,1.029999971,1.442000031,26.78000069,31.93000031,0,381.1000061,0,0,0.0515,28.84000015,0.252350003,0.139050007,2.626499891,1.926100016,0.824000001,0.617999971,0.131840006,2.471999884,45.57749939,0,10.30000019,0.0012875
"Herned, konserveeritud, vedelikuta",62.95000076,8.5,0.349999994,4.400000095,0,81.69999695,1,12.60000038,4.099999905,4.400000095,4.099999905,3.799999952,0,0.100000001,0.100000001,0.100000001,0,0.256000012,0.061999999,0,0.163000003,0,0,0,0.131999999,0,0,252,173,31.29999924,17,79.19999695,1.399999976,0.709999979,0.079999998,0.300000012,0.899999976,1,1.399999976,22,27,0,320,0,0,0.029999999,21,0.119999997,0.079999998,1.399999976,0.730000019,0.699999988,0.150000006,0.064000003,0.100000001,22,0,9.600000381,0.629999995
"Herned, kuivatatud",240.8000031,27.20000076,1.600000024,19.39999962,0,9.5,2.599999905,47.20000076,20,24.39999962,2.799999952,2.400000095,0,0.300000012,0.100000001,0.100000001,0,0.800000012,0.200000003,0.100000001,0.5,0,0.200000003,0,0.400000006,0.100000001,0,1.5,1080,59,116,380,6,3.799999952,0.689999998,1.200000048,15,3,19,220,1.299999952,0,15,0,0,0.100000001,81,0.600000024,0.300000012,5.5,2.5,3,2,0.159999996,19,150,0,0,0.00375
"Herned, külmutatud",69.80000305,9.100000381,0.400000006,5.199999809,0,80,0.779999971,13.60000038,4.5,4.099999905,5,4.599999905,0,0.100000001,0.100000001,0.200000003,0,0.300000012,0.100000001,0,0.200000003,0,0.100000001,0,0.100000001,0,0,2,153,22,26,82,1.529999971,0.819999993,0.119999997,0.340000004,2,1,1.399999976,60,33,0,390,0,0,0.02,28,0.25999999,0.100000001,2.599999905,1.700000048,0.899999976,0.550000012,0.079999998,3,53,0,18,0.005
"Suhkruhernes, värske",40.90000153,6.099999905,0.100000001,2.799999952,0,89.30000305,0.600000024,8.300000191,2.200000048,2.200000048,3.950000048,1.200000048,0,0.100000001,2.400000095,0.300000012,0,0.100000001,0,0,0.100000001,0,0,0,0.100000001,0,0,2,230,60,33,67,1.24000001,0.639999986,0.129999995,0.400000006,1,4,1.399999976,26,35.85599899,0,432,0,0,0.449999988,62,0.170000002,0.090000004,1.399999976,0.800000012,0.600000024,0.720000029,0.119999997,5.300000191,47,0,66.40000153,0.005
"Herned, värsked",72.59999847,9.399999619,0.400000006,5.099999905,0,79.59999847,0.800000012,14.89999962,5.5,7,2.299999952,2.099999905,0,0,0.100000001,0.100000001,0,0.300000012,0.100000001,0,0.200000003,0,0.100000001,0,0.200000003,0,0,0.5,370,31,40,130,2,1.299999952,0.109999999,0.379999995,1,1,1.399999976,26,31,0,370,0,0,0.100000001,28,0.349999994,0.180000007,3,2.200000048,0.800000012,0.75,0.159999996,3,59,0,20,0.00125
"Hobuseliha, toores",166,0,10,19,0,70,1,0,0,0,0,0,0,0,0,0,0,9.600000381,3.700000048,3.299999952,2.599999905,,2.599999905,0.600000024,1.100000024,1,75,62,291,10,20,185,3.5,2.700000048,0.140000001,0,1,3,2,2,33,30,40,0.400000006,,0.579999983,0,0.140000001,0.270000011,7.800000191,4.5,3.299999952,0.600000024,0.5,2.599999905,6,3.099999905,0,0.155000001
"Hommikusöögihelbed, paisutatud riis kaetud šokolaadiga, tüüp 'Kellogg's'",386.5,85,2.5,5,0,3,2.400000095,87,2,50,35,34.29999924,0,0.39199999,0.097999997,0.294,,2,1,0.800000012,0.200000003,0,0.5,0.699999988,0.200000003,0,0,300,250,456,40,120,8,1,0.200000003,,0,2,,,0,0,0,0,0,0.180000007,,1.200000048,1.299999952,16,15,1.200000048,,1.700000048,,170,0.829999983,0,0.75
Maisihelbed,373.1000061,80.19999695,1.100000024,7.900000095,0,3,2.799999952,85.59999847,5.400000095,74.09999847,6,3.599999905,0,0,1.5,0.899999976,,0.910000026,0.129999995,0.230000004,0.550000012,,0.100000001,0.02,0.519999981,0.029999999,0,990,110,7.800000191,16,42,5,0.310000002,0.219999999,0.100000001,12,2.900000095,7,40,14.10999966,0,170,0,,0.090000004,,1,1,16,15,,0.189999998,0.07,,10,0,0,2.474999905
"Hommikusöögihelbed, maisihelbed mee ja pähklitega, tüüp 'Kellogg's'",402,82,5,6,0,3,1.5,84.5,2.5,47,35,32.20000076,0,0,1.399999976,1.399999976,,4.400000095,0.899999976,2.099999905,1.399999976,0,0.5,0.100000001,1.299999952,0,0,450,140,15,20,60,8,0.600000024,0.079999998,,0,5,,,0,0,0,0,0,0.439999998,0.059999999,1.200000048,1.299999952,16,15,0.800000012,0.300000012,1.700000048,2,330,0.829999983,0,1.125
"Hommikusöögihelbed, maisihelbed suhkrukattega, tüüp 'Kellogg's'",375.3999939,87,0.600000024,4.5,0,3,1.899999976,89,2,50,37,34.5,0,0.800000012,0.800000012,0.899999976,,0.600000024,0.100000001,0.100000001,0.400000006,0,0.090000004,0,0.25999999,0,0,450,60,456,10,30,8,0.200000003,0,0.100000001,0,4.599999905,,,0,0,0,0,0,0.01,0.059999999,1.200000048,1.299999952,15.60000038,15,0.600000024,0.300000012,1.700000048,1,170,0.829999983,0,1.125
Müsli,388.8999939,71.09999847,5.900000095,9.800000191,0,7.199999809,2.200000048,77.19999695,6.099999905,47.40000153,23.70000076,10.89999962,4.5,0.200000003,3.799999952,4.300000191,,5.550000191,1.029999971,2.140000105,2.380000114,,0.939999998,0.059999999,2.25999999,0.119999997,0,380,440,120,85,280,5.599999905,2.5,0.100000001,,,,,,5.461400032,0,65.80000305,0,,3.200000048,,0.230000004,0.230000004,5.800000191,5.800000191,,,0.140000001,,48,0,0,0.949999988
"Paisutatud nisuterad karamelliga, 10 vitamiini, Ca, Fe, hommikusöögihelbed",407,76.90000153,4.800000191,9.199999809,0,3.230000019,3.210000038,81.30000305,4.699999809,66.5,10.39700031,8.409999847,0,0,1.129999995,0.856999993,,4.460000038,0.400000006,2.420000076,1.639999986,,0.252999991,0.077699997,1.230000019,0.40200001,0,1070,120,120,32.20000076,86.80000305,7,0.782999992,0.25,0.497000009,22,2.700000048,5.5,23,6.424200058,0,77.40000153,0,,5,,0.699999988,0.800000012,12,9,,3,1,75,100,0.75,30,2.674999952
"Paisutatud nisuterad meega, 10 vitamiini, hommikusöögihelbed",392,82.19999695,3.200000048,7.5,0,5.809999943,2.230000019,83.09999847,0.910000026,51.70000076,31.05999947,17.39999962,0,0,6.760000229,6.900000095,,2.799999952,0.109999999,1.580000043,1.110000014,,0.179000005,0.052299999,0.838,0.25999999,0,70,120,13.89999962,28.5,68.19999695,4.150000095,0.630999982,0.219999999,0.432999998,9.899999619,2.299999952,5.300000191,23,4.996600151,0,60.20000076,0,,5,,0.699999988,0.800000012,9.699999809,9,,3,1,75,100,0.5,30,0.174999997
"Hommikusöögihelbed, tüüp 'Weetabix'",362,69,2,12,0,5.599999905,2.099999905,79,10,64.59999847,4.400000095,2.549999952,0,0.879999995,0.439999998,0.527999997,,1.769999981,0.600000024,0.219999999,0.949999988,0,0.239999995,0,0.870000005,0.079999998,0,112,370,35,120,290,12,2,0.540000021,1.899999976,0,2,8,20,0,0,0,0,0,1.299999952,1.700000048,0.939999998,1.200000048,18,14,3,0.699999988,0.219999999,8,170,0,0,0.280000001
"Läätsed, idandatud",123.1500015,19,0.550000012,9,0,67.30000305,1,22.10000038,3.099999905,,0,,0,,,,,0.379999995,0.059999999,0.100000001,0.219999999,0,0,0,0.180000007,0,0,11,322,25,37,173,3.200000048,1.5,0.349999994,0.50999999,,0.600000024,,,2,0,24,0,0,0.400000006,,0.230000004,0.129999995,2.599999905,1.100000024,1.5,0.579999983,0.189999998,,100,0,16.5,0.0275
"Nisuterad, idandatud",209.5,41.40000153,1.299999952,7.5,0,47.79999924,1,42.5,1.100000024,,0,,0,,,,,0.899999976,0.200000003,0.100000001,0.600000024,0,0.200000003,0,0.5,0,0,16,170,28,82,200,2.099999905,1.700000048,0.25999999,1.899999976,,43,,,0,0,0,0,0,,,0.230000004,0.159999996,5,3.099999905,1.899999976,0.949999988,0.270000011,,38,0,2.599999905,0.039999999
"Adzuki oa idud, keedetud",140,22.5,0.200000003,9.300000191,0,59.40000153,,28,5.5,20.79999924,0.400000006,0.300000012,0,0.100000001,0,0,,,,,,,,,,,0,2,570,39,60,180,1.899999976,2.299999952,0.50999999,0.800000012,,1,,,0,0,0,0,,,,0.140000001,0.079999998,2.400000095,0.899999976,,,,,,0,0,0.005
"Adzuki oa idud, kuivatatud",306.7000122,50.09999847,0.5,19.89999962,0,12.69999981,,61.20000076,11.10000038,44.70000076,1,0.699999988,0,0.200000003,0.100000001,0,,,,,,,,,,,0,5,1220,84,130,380,4.199999809,5,1.100000024,1.700000048,,2,,,0.995999992,0,12,0,,,,0.449999988,0.219999999,5.800000191,2.599999905,,,,,,0,0,0.0125
Jaanikaunajahu,248.1000061,37,0.100000001,4.900000095,0,4.800000191,2.299999952,76.80000305,39.79999924,5.699999809,31.29999924,23.29999924,0,0,4.300000191,3.700000048,0,0.079999998,0,0,0,0,0,0,0,0,0,35,1040,390,52,65,3.200000048,0.600000024,0.270000011,0.5,,5.300000191,,,0.663999975,0,8,0,0,0.629999995,0,0,0.129999995,1.399999976,0.600000024,0.800000012,0.050000001,0.039999999,,29,0,0,0.087499999
Maisijahu,344,66.30000305,2.799999952,8.699999809,0,12,1.200000048,75.69999695,9.399999619,65.69999695,0.600000024,0.600000024,0,0,0,0,0,2.700000048,0.400000006,0.899999976,1.399999976,0,0.300000012,0.100000001,1.399999976,0,0,0.699999988,120,18,47,120,2.400000095,1,0.150000006,0.200000003,0.600000024,3.200000048,2.599999905,29,24.89999962,0,300,0,0,0,0.300000012,0.439999998,0.129999995,3,1.899999976,1.100000024,0.550000012,0.059999999,6.599999905,10,0,0,0.00175
Nisujahu,316.2999878,63.59999847,1.700000048,9.899999619,0,14,0.439999998,67.09999847,3.5,63.20000076,0.400000006,0.100000001,0,0,0.100000001,0.200000003,,1.139999986,0.189999998,0.239999995,0.709999979,,0.170000002,0.02,0.649999976,0.07,0,0.400000006,150,13,21,100,0.699999988,0.800000012,0.200000003,0.469999999,2,10,1,10,0,0,0,0,,0.319999993,,0.430000007,0.050000001,5,0.899999976,,0.5,0.079999998,1.899999976,18,0,0,0
Odrajahu,314.6000061,58.90000153,3,9.199999809,0,14,1.399999976,66.5,7.599999905,58,0.899999976,0.5,0,0,0.200000003,0.200000003,,0.800000012,0.540000021,0.25999999,1.389999986,,0.519999981,0.02,1.25999999,0.129999995,0,2.5,360,23,89,300,4.5,2.799999952,0.560000002,1.600000024,5,13,2,10,0,0,0,0,,0.839999974,,0.330000013,0.109999999,7.900000095,5.699999809,,0.5,0.330000013,,20,0,0,0.00625
Pannkoogijahu,318.7000122,64.40000153,1.299999952,10.80000019,0,14.5,3.099999905,67.5,3.099999905,37.90000153,25.39999962,20,5.199999809,0,0.100000001,0.100000001,,0.800000012,0.200000003,0.200000003,0.400000006,,0.100000001,0,0.400000006,0,2.599999905,698,276,378,28,335,3.400000095,1,0.129999995,0.300000012,42,11,1,6.800000191,0.574299991,0.400000006,2.099999905,0,,0.200000003,,0.300000012,0.200000003,4,0.600000024,,0.600000024,0.100000001,3.099999905,16,0.300000012,1,1.745000005
Riisijahu,361.2999878,79.30000305,1.299999952,7.699999809,0,10.80000019,0.5,80.09999847,0.800000012,78.90000153,0.400000006,0.300000012,0,0,0.100000001,0.100000001,0,0.699999988,0.300000012,0.300000012,0.449999988,,,,,,0,3,117,10,36,90,1.100000024,0.800000012,,,,5,,,0,0,0,0,,0,,0.079999998,0.029999999,2.5,1.899999976,,,0.200000003,,1,0,0,0.0075
"Segujahu, gluteenita",351,80,1,5.5,0,,,80,,,7,,7,,,,,,,,,,,,,,0,670,,,,,,,,,,,,,,,,,,,,0.400000006,0.400000006,,4,,,0.349999994,,,,,1.674999952
Sepikujahu,322.2999878,59.40000153,2.900000095,11.89999962,0,14,1.200000048,64.90000153,5.5,58.90000153,0.5,0.300000012,0,0,0.100000001,0.100000001,,2.089999914,0.340000004,0.439999998,1.309999943,,0.310000002,0.029999999,1.190000057,0.119999997,0,0.699999988,280,23,91,280,4.099999905,3.099999905,0.409999996,2.5,10,14,2,20,0.439900011,0,5.300000191,0,,2.099999905,,0.449999988,0.119999997,4,1.700000048,,0.400000006,0.300000012,3,51,0,0,0.00175
